peak_id	WT	TG
1:162375933:162376257	0	1
1:162397945:162398259	0	1
1:163166128:163166339	0	1
1:163607080:163607523	0	1
1:163757301:163757601	0	1
1:164076171:164076883	0	1
1:164134700:164135228	0	1
1:164723936:164724189	0	1
1:165021872:165022242	0	1
1:165064376:165064825	0	1
1:165288150:165288959	0	1
1:165446007:165446227	0	1
1:165830194:165830897	0	1
1:166206412:166206699	0	1
1:166828079:166828530	0	1
1:167112440:167112826	0	1
1:167136092:167136633	0	1
1:167445532:167445918	0	1
1:168209760:168209971	0	1
1:168259852:168260225	0	1
1:169359118:169359349	0	1
1:169796559:169796973	0	1
1:170695109:170695449	0	1
1:170712766:170712998	0	1
1:171050038:171050255	0	1
1:171074365:171074884	0	1
1:171108597:171108840	0	1
1:171121897:171122320	0	1
1:171156340:171157394	0	1
1:171238745:171238969	0	1
1:171330856:171331144	0	1
1:171909945:171910620	0	1
1:171975363:171975719	0	1
1:172203810:172204307	0	1
1:172460107:172460601	0	1
1:175452934:175453296	0	1
1:175520322:175520633	0	1
1:175708059:175708283	0	1
1:176642134:176642580	0	1
1:177623822:177624546	0	1
1:177810526:177811090	0	1
1:178014850:178015324	0	1
1:178145773:178146268	0	1
1:178146584:178147050	0	1
1:178165348:178165653	0	1
1:178233750:178234253	0	1
1:180016489:180016894	0	1
1:180023518:180023780	0	1
1:180192720:180193022	0	1
1:180501011:180501334	0	1
1:180553318:180553930	0	1
1:180605491:180605824	0	1
1:181039574:181039917	0	1
1:181084040:181084624	0	1
1:181669531:181670603	0	1
1:181952191:181952412	0	1
1:182328511:182328842	0	1
1:183170136:183170406	0	1
1:183774399:183774741	0	1
1:185094925:185095348	0	1
1:186947468:186947891	0	1
1:189556925:189557145	0	1
1:189654413:189654718	0	1
1:190643760:190644149	0	1
1:190758214:190758513	0	1
1:190778679:190779066	0	1
1:191188830:191189450	0	1
1:191307634:191307971	0	1
1:191450309:191450534	0	1
1:191553153:191553663	0	1
1:191821141:191821528	0	1
1:191822371:191822635	0	1
1:192453001:192453552	0	1
1:192812106:192812700	0	1
1:194658767:194659275	0	1
10:3061495:3061734	0	1
10:4382021:4382716	0	1
10:5773676:5774109	0	1
10:7601578:7602171	0	1
10:11156493:11157100	0	1
10:13199962:13200303	0	1
10:13840221:13840664	0	1
10:13858610:13858918	0	1
10:14580952:14581325	0	1
10:17672806:17673101	0	1
10:18110455:18110991	0	1
10:19467411:19467767	0	1
10:20767262:20767531	0	1
10:21171715:21172012	0	1
10:21476986:21477346	0	1
10:21504261:21504655	0	1
10:21868807:21869079	0	1
10:21934438:21934717	0	1
10:22606857:22608034	0	1
10:23663144:23663361	0	1
10:24587677:24588072	0	1
10:24745761:24745983	0	1
10:25172548:25172775	0	1
10:29188952:29189590	0	1
10:30494115:30494686	0	1
10:32959362:32959656	0	1
10:33895749:33895974	0	1
10:39489346:39489584	0	1
10:39535274:39535498	0	1
10:39607659:39608103	0	1
10:39608719:39608987	0	1
10:39774969:39775364	0	1
10:40064988:40065270	0	1
10:40204226:40204540	0	1
10:41428814:41429056	0	1
10:41685940:41686468	0	1
10:42152696:42153114	0	1
10:42354038:42354632	0	1
10:42377930:42378205	0	1
10:42863917:42864258	0	1
10:42871363:42871605	0	1
10:43359847:43360075	0	1
10:43618659:43618973	0	1
10:43777329:43777938	0	1
10:44144218:44144566	0	1
10:45165905:45166118	0	1
10:45211496:45211860	0	1
10:50468657:50469001	0	1
10:52041327:52041691	0	1
10:52293505:52293892	0	1
10:56104783:56105184	0	1
10:57362243:57362501	0	1
10:58091119:58091537	0	1
10:58158920:58159568	0	1
10:58282532:58282980	0	1
10:58440768:58440990	0	1
10:59715199:59715954	0	1
10:59787362:59787866	0	1
10:59838701:59839212	0	1
10:61288494:61288923	0	1
10:61311427:61311950	0	1
10:61371952:61372325	0	1
10:61484102:61484431	0	1
10:62075033:62075374	0	1
10:62437698:62438034	0	1
10:62486844:62487486	0	1
10:62627663:62628243	0	1
10:62815959:62816335	0	1
10:62859649:62860064	0	1
10:63079404:63079691	0	1
10:63222396:63222645	0	1
10:63265607:63265964	0	1
10:66932803:66933053	0	1
10:67384885:67385488	0	1
10:69364693:69364909	0	1
10:69761082:69761628	0	1
10:69858571:69858870	0	1
10:69931380:69931773	0	1
10:70080961:70081212	0	1
10:71073415:71073626	0	1
10:71183454:71183913	0	1
10:72133086:72133386	0	1
10:75047187:75047435	0	1
10:75047889:75048168	0	1
10:75287228:75287541	0	1
10:75352998:75353318	0	1
10:75608897:75609494	0	1
10:75771555:75771949	0	1
10:75868268:75868674	0	1
10:76252899:76253248	0	1
10:76278415:76278713	0	1
10:76797695:76798032	0	1
10:77095010:77095563	0	1
10:77351304:77351711	0	1
10:77417377:77417905	0	1
10:77442052:77442467	0	1
10:77457870:77458355	0	1
10:78020818:78021097	0	1
10:78079969:78080823	0	1
10:78300373:78301006	0	1
10:78410210:78410863	0	1
10:78933096:78933441	0	1
10:79517547:79518070	0	1
10:79542627:79542866	0	1
10:79582047:79582507	0	1
10:79602732:79603110	0	1
10:79689511:79690961	0	1
10:79744217:79744983	0	1
10:79795685:79796000	0	1
10:79819360:79819919	0	1
10:79820181:79820395	0	1
10:79889542:79890193	0	1
10:79937937:79938547	0	1
10:79950899:79951510	0	1
10:79983563:79984216	0	1
10:79984652:79985185	0	1
10:80100421:80101115	0	1
10:80159540:80159756	0	1
10:80165364:80166037	0	1
10:80184185:80184521	0	1
10:80234497:80235107	0	1
10:80311257:80311871	0	1
10:80413125:80413714	0	1
10:80438553:80439181	0	1
10:80458026:80459145	0	1
10:80512418:80512719	0	1
10:80537650:80538090	0	1
10:80578054:80578310	0	1
10:80590754:80591020	0	1
10:80634162:80634869	0	1
10:80673795:80674007	0	1
10:80736062:80737160	0	1
10:80895998:80896274	0	1
10:80941500:80942024	0	1
10:80964972:80965297	0	1
10:80971861:80973437	0	1
10:81018526:81019069	0	1
10:81028221:81028809	0	1
10:81029972:81030451	0	1
10:81039022:81039301	0	1
10:81068841:81069130	0	1
10:81156673:81157284	0	1
10:81186033:81186570	0	1
10:81214318:81214846	0	1
10:81247683:81248280	0	1
10:81252740:81253059	0	1
10:81260628:81261117	0	1
10:81265563:81266231	0	1
10:81268792:81269129	0	1
10:81331757:81332802	0	1
10:81380871:81381345	0	1
10:81395058:81395328	0	1
10:81395706:81396052	0	1
10:81436509:81436910	0	1
10:81441988:81442347	0	1
10:81479392:81479644	0	1
10:82458542:82459552	0	1
10:82465373:82466036	0	1
10:82534901:82535177	0	1
10:82694828:82695079	0	1
10:83195855:83196143	0	1
10:83484505:83484741	0	1
10:84276616:84276934	0	1
10:84412751:84413146	0	1
10:84457990:84458469	0	1
10:84752711:84753705	0	1
10:85752578:85753117	0	1
10:86151322:86151534	0	1
10:86158148:86158425	0	1
10:86521073:86521736	0	1
10:86541098:86541874	0	1
10:86614337:86614972	0	1
10:86807878:86808116	0	1
10:87982609:87983133	0	1
10:88339797:88340077	0	1
10:88567018:88567431	0	1
10:90959186:90960298	0	1
10:91017253:91017798	0	1
10:93289055:93289690	0	1
10:93425248:93425717	0	1
10:93871561:93871888	0	1
10:93983648:93984298	0	1
10:94034705:94035029	0	1
10:94351115:94351398	0	1
10:94975522:94975822	0	1
10:95157935:95158315	0	1
10:95252605:95253048	0	1
10:95337515:95337890	0	1
10:95350642:95351253	0	1
10:95501438:95501717	0	1
10:95664073:95664680	0	1
10:98749916:98750919	0	1
10:100322802:100323435	0	1
10:105676943:105677370	0	1
10:106959452:106959704	0	1
10:107319965:107320211	0	1
10:107398745:107399109	0	1
10:110788877:110789223	0	1
10:110845737:110846233	0	1
10:111000304:111000776	0	1
10:111134452:111134668	0	1
10:111383726:111383962	0	1
10:111808464:111808714	0	1
10:115151438:115151955	0	1
10:115198150:115198454	0	1
10:115220660:115220975	0	1
10:116417003:116417732	0	1
10:116984215:116984656	0	1
10:117060129:117060398	0	1
10:117212888:117213125	0	1
10:117546009:117546378	0	1
10:117582163:117582385	0	1
10:117628412:117628812	0	1
10:117681277:117681488	0	1
10:117681723:117682197	0	1
10:117977561:117977844	0	1
10:118704320:118704625	0	1
10:118705042:118705304	0	1
10:118705535:118705778	0	1
10:119075573:119076708	0	1
10:119948488:119949202	0	1
10:120815228:120815623	0	1
10:121200386:121201285	0	1
10:121462417:121462686	0	1
10:121575600:121575868	0	1
10:121933053:121933331	0	1
10:123032484:123033177	0	1
10:126866503:126866745	0	1
10:126899190:126899492	0	1
10:127025540:127025950	0	1
10:127047223:127047482	0	1
10:127101940:127102249	0	1
10:127124539:127125892	0	1
10:127126239:127126690	0	1
10:127147392:127147881	0	1
10:127457627:127457855	0	1
10:127871169:127871644	0	1
10:127894662:127895320	0	1
10:127918754:127919076	0	1
10:128138851:128139605	0	1
10:128204035:128204943	0	1
10:128245563:128246016	0	1
10:128294530:128294976	0	1
10:128334520:128334891	0	1
10:128338371:128338636	0	1
10:128361696:128362148	0	1
10:128383410:128383810	0	1
10:128401832:128402381	0	1
10:128462416:128462815	0	1
10:128509706:128510212	0	1
10:128583542:128583991	0	1
10:128584293:128584545	0	1
10:128641153:128641619	0	1
10:128758902:128759467	0	1
11:3239589:3240134	0	1
11:3359156:3359408	0	1
11:3402048:3402627	0	1
11:3598801:3599278	0	1
11:4045100:4045327	0	1
11:4046529:4046963	0	1
11:4110305:4110731	0	1
11:4587540:4587931	0	1
11:4653932:4654697	0	1
11:4936694:4937296	0	1
11:5049073:5049287	0	1
11:5211744:5212009	0	1
11:5394655:5395061	0	1
11:5470594:5470990	0	1
11:5491852:5492483	0	1
11:5657535:5657750	0	1
11:5711829:5712515	0	1
11:5738266:5738648	0	1
11:5751989:5752469	0	1
11:5802457:5802697	0	1
11:5828240:5828478	0	1
11:5905462:5905718	0	1
11:5987411:5987656	0	1
11:6241846:6242593	0	1
11:6338931:6339270	0	1
11:6394174:6394605	0	1
11:6426139:6426391	0	1
11:6575725:6576246	0	1
11:11758877:11759433	0	1
11:11794460:11794711	0	1
11:16901124:16901437	0	1
11:17109064:17109516	0	1
11:20062878:20063232	0	1
11:20083202:20083468	0	1
11:20151036:20151701	0	1
11:20199382:20199804	0	1
11:20283030:20283323	0	1
11:20691478:20691806	0	1
11:20692170:20692507	0	1
11:21041072:21041424	0	1
11:21188338:21188584	0	1
11:21321005:21321253	0	1
11:21348461:21348760	0	1
11:21521776:21522360	0	1
11:22236801:22237175	0	1
11:22462522:22462738	0	1
11:23064612:23065097	0	1
11:23256122:23256460	0	1
11:23448028:23448355	0	1
11:23583463:23583987	0	1
11:23720650:23721371	0	1
11:29121882:29122298	0	1
11:29122685:29123045	0	1
11:29476310:29476558	0	1
11:29758573:29758830	0	1
11:29975852:29976310	0	1
11:30599093:30599574	0	1
11:30904110:30904711	0	1
11:31621824:31622069	0	1
11:31782537:31782813	0	1
11:31820405:31820804	0	1
11:32482832:32483116	0	1
11:32592465:32592704	0	1
11:33463304:33464134	0	1
11:35659865:35660864	0	1
11:40583090:40583579	0	1
11:40624285:40624898	0	1
11:40857609:40857831	0	1
11:43316856:43317149	0	1
11:43324499:43324731	0	1
11:43440577:43440885	0	1
11:44360742:44361425	0	1
11:44409425:44409801	0	1
11:45742551:45742869	0	1
11:48690463:48691413	0	1
11:48707652:48708132	0	1
11:48727902:48728182	0	1
11:49094276:49094564	0	1
11:49134583:49135377	0	1
11:49737293:49737778	0	1
11:50021816:50022518	0	1
11:50183090:50183384	0	1
11:50216600:50216936	0	1
11:50525882:50526115	0	1
11:50563833:50564247	0	1
11:50822087:50822721	0	1
11:50949889:50950326	0	1
11:51153585:51154441	0	1
11:51510084:51510695	0	1
11:51526215:51526854	0	1
11:51579281:51579960	0	1
11:51647237:51647609	0	1
11:51654339:51654662	0	1
11:51658610:51658929	0	1
11:51697904:51698188	0	1
11:51890789:51891508	0	1
11:51894837:51895338	0	1
11:51989987:51990240	0	1
11:52122356:52122784	0	1
11:52241828:52242212	0	1
11:52251260:52251767	0	1
11:52265257:52265485	0	1
11:52286967:52287312	0	1
11:53199247:53199596	0	1
11:53321550:53322151	0	1
11:53347685:53347920	0	1
11:53597952:53598250	0	1
11:54328827:54329048	0	1
11:54751166:54751605	0	1
11:54968115:54968618	0	1
11:55352056:55352442	0	1
11:55359830:55360224	0	1
11:55393082:55393321	0	1
11:57409089:57409749	0	1
11:57994768:57995202	0	1
11:58062257:58062653	0	1
11:58193555:58193794	0	1
11:58213837:58214714	0	1
11:58794832:58795253	0	1
11:58941793:58942074	0	1
11:59029383:59029650	0	1
11:59029939:59030448	0	1
11:59054063:59054653	0	1
11:59082570:59082965	0	1
11:59093189:59093438	0	1
11:59118673:59119275	0	1
11:59730126:59730664	0	1
11:59937192:59937566	0	1
11:60067522:60067796	0	1
11:60111199:60111425	0	1
11:60243560:60244301	0	1
11:60307645:60308128	0	1
11:60345226:60345572	0	1
11:60428025:60428252	0	1
11:60619144:60619542	0	1
11:60619856:60620132	0	1
11:60668111:60668405	0	1
11:60721557:60721785	0	1
11:60769463:60770166	0	1
11:60804613:60804878	0	1
11:60867554:60867991	0	1
11:60875979:60876261	0	1
11:61065519:61066318	0	1
11:61574879:61575437	0	1
11:61745799:61746393	0	1
11:61820575:61821269	0	1
11:62348205:62348473	0	1
11:62349036:62349288	0	1
11:62680092:62680416	0	1
11:62711219:62711633	0	1
11:63969888:63970252	0	1
11:65697727:65698217	0	1
11:67016429:67016795	0	1
11:68582512:68582740	0	1
11:68743539:68744138	0	1
11:68755807:68756086	0	1
11:68950258:68950578	0	1
11:68989499:68989817	0	1
11:69286421:69287003	0	1
11:69299516:69299796	0	1
11:69306184:69306409	0	1
11:69308439:69308957	0	1
11:69522805:69523840	0	1
11:69562050:69562385	0	1
11:69562738:69563249	0	1
11:69656823:69657321	0	1
11:69728633:69728935	0	1
11:69737296:69737544	0	1
11:69792176:69792817	0	1
11:69804545:69805034	0	1
11:69811460:69812662	0	1
11:69838206:69838711	0	1
11:69839683:69839894	0	1
11:69871337:69872055	0	1
11:69873626:69873999	0	1
11:69886136:69886660	0	1
11:69905931:69906406	0	1
11:69912099:69912628	0	1
11:70416060:70416413	0	1
11:70545799:70546872	0	1
11:70559336:70559590	0	1
11:70655026:70655496	0	1
11:70860873:70861112	0	1
11:70873484:70874005	0	1
11:70895272:70895602	0	1
11:72239792:72240046	0	1
11:72308988:72309361	0	1
11:72332042:72332265	0	1
11:72398545:72398825	0	1
11:72497765:72498153	0	1
11:72499141:72499475	0	1
11:72686822:72687263	0	1
11:72938437:72938720	0	1
11:73089757:73090427	0	1
11:74539840:74540518	0	1
11:74721031:74721803	0	1
11:74722743:74723164	0	1
11:74729230:74729542	0	1
11:74816556:74816941	0	1
11:75239094:75239710	0	1
11:75351962:75352605	0	1
11:75352961:75353646	0	1
11:75353979:75354261	0	1
11:75400516:75401097	0	1
11:75422150:75422867	0	1
11:75456793:75457078	0	1
11:75478743:75479018	0	1
11:75521574:75521854	0	1
11:76070418:76070697	0	1
11:76991201:76991432	0	1
11:77353299:77353792	0	1
11:77383961:77384176	0	1
11:77498144:77498823	0	1
11:77691856:77692362	0	1
11:77872456:77874086	0	1
11:77935643:77935957	0	1
11:78006150:78006456	0	1
11:78056427:78056671	0	1
11:78136491:78136898	0	1
11:78152265:78153074	0	1
11:78219112:78219329	0	1
11:78426862:78427355	0	1
11:78946022:78946409	0	1
11:79115499:79115745	0	1
11:79601640:79601923	0	1
11:79776808:79777271	0	1
11:80175663:80175880	0	1
11:80273835:80274217	0	1
11:80319317:80319585	0	1
11:82761270:82761552	0	1
11:83182237:83182746	0	1
11:83189519:83189903	0	1
11:83644223:83644853	0	1
11:83855089:83855316	0	1
11:84020169:84020452	0	1
11:84070218:84070764	0	1
11:84710051:84710471	0	1
11:84719020:84719408	0	1
11:84760856:84762105	0	1
11:85030600:85031215	0	1
11:85201640:85202185	0	1
11:85243333:85244033	0	1
11:86375015:86375554	0	1
11:86435513:86435793	0	1
11:86574718:86575030	0	1
11:86648428:86648789	0	1
11:86812162:86812474	0	1
11:87333561:87333916	0	1
11:87338955:87339375	0	1
11:87352692:87352994	0	1
11:87361712:87362019	0	1
11:87482509:87483030	0	1
11:87627962:87628349	0	1
11:87877708:87878095	0	1
11:87938169:87938422	0	1
11:87939083:87939412	0	1
11:87990580:87990823	0	1
11:88004469:88004734	0	1
11:88046390:88046612	0	1
11:88046975:88047319	0	1
11:88052431:88052698	0	1
11:88055681:88056151	0	1
11:88095133:88095365	0	1
11:88126057:88126631	0	1
11:88529859:88530129	0	1
11:88748219:88748434	0	1
11:88755319:88755578	0	1
11:89893541:89893990	0	1
11:93776785:93777209	0	1
11:93846171:93846399	0	1
11:93858872:93859360	0	1
11:93886568:93886832	0	1
11:94024273:94024602	0	1
11:94025006:94025557	0	1
11:94029341:94029879	0	1
11:94101580:94102263	0	1
11:94102729:94103060	0	1
11:94212749:94213049	0	1
11:94219092:94219454	0	1
11:94439884:94440126	0	1
11:94544332:94544870	0	1
11:94932137:94932415	0	1
11:95200432:95201316	0	1
11:95557541:95558105	0	1
11:95749463:95749822	0	1
11:95966293:95966976	0	1
11:95983449:95983666	0	1
11:96668224:96668576	0	1
11:96679719:96680400	0	1
11:96714838:96715203	0	1
11:96720819:96721425	0	1
11:96797152:96797473	0	1
11:96867968:96868994	0	1
11:97077821:97079272	0	1
11:97200265:97200486	0	1
11:97206437:97206722	0	1
11:97252952:97253175	0	1
11:97254274:97254545	0	1
11:97306228:97306478	0	1
11:97551015:97551336	0	1
11:97552642:97552943	0	1
11:97554648:97555051	0	1
11:97576437:97576905	0	1
11:97593964:97594353	0	1
11:97774428:97774705	0	1
11:97896117:97896337	0	1
11:97907536:97907912	0	1
11:98040200:98040668	0	1
11:98093406:98093814	0	1
11:98274236:98274525	0	1
11:98276073:98276341	0	1
11:98677741:98678213	0	1
11:98685851:98686274	0	1
11:98754225:98754708	0	1
11:99121256:99121563	0	1
11:100210280:100211348	0	1
11:100286085:100286344	0	1
11:100418711:100418925	0	1
11:100513534:100513934	0	1
11:100682596:100682845	0	1
11:100705479:100705693	0	1
11:100960638:100960966	0	1
11:100973303:100973598	0	1
11:101020892:101021165	0	1
11:101169511:101170034	0	1
11:101192824:101193166	0	1
11:101206532:101207031	0	1
11:101332946:101333472	0	1
11:101358777:101358999	0	1
11:101442958:101443778	0	1
11:101517708:101518194	0	1
11:101623182:101623998	0	1
11:101875147:101875704	0	1
11:101917577:101918122	0	1
11:101929816:101930054	0	1
11:102056910:102057147	0	1
11:102080185:102080582	0	1
11:102107361:102107595	0	1
11:102110719:102111052	0	1
11:102187759:102188059	0	1
11:102207521:102207796	0	1
11:102298272:102299215	0	1
11:102447044:102447421	0	1
11:102907748:102908073	0	1
11:102919021:102919596	0	1
11:103006882:103007093	0	1
11:103023701:103024218	0	1
11:103157949:103158665	0	1
11:103857212:103857478	0	1
11:104332618:104333081	0	1
11:104333627:104333912	0	1
11:104360387:104360650	0	1
11:105072051:105072352	0	1
11:106107140:106107805	0	1
11:106146627:106147135	0	1
11:106163702:106164261	0	1
11:106223341:106223613	0	1
11:106225015:106225265	0	1
11:106318184:106318499	0	1
11:106378493:106379053	0	1
11:106382310:106382522	0	1
11:106405351:106405635	0	1
11:106503434:106503739	0	1
11:106679201:106680249	0	1
11:106889617:106890121	0	1
11:106890379:106890654	0	1
11:108233486:108233790	0	1
11:109316329:109316991	0	1
11:109460641:109460898	0	1
11:110977662:110978003	0	1
11:111350798:111351194	0	1
11:113540122:113540373	0	1
11:113574334:113575164	0	1
11:114559170:114559489	0	1
11:114655887:114656295	0	1
11:114734944:114735175	0	1
11:115168111:115168607	0	1
11:115294473:115294788	0	1
11:115503564:115503884	0	1
11:115518705:115519192	0	1
11:115656081:115656495	0	1
11:115666655:115666888	0	1
11:115704355:115704902	0	1
11:115920808:115921413	0	1
11:115977815:115978143	0	1
11:116058765:116059277	0	1
11:116089581:116090287	0	1
11:116324620:116324941	0	1
11:116327930:116328204	0	1
11:116512054:116512426	0	1
11:116733914:116734642	0	1
11:116743644:116744137	0	1
11:116967380:116967620	0	1
11:117434016:117434410	0	1
11:117739930:117740179	0	1
11:117764072:117764464	0	1
11:117840142:117840402	0	1
11:118139130:118139910	0	1
11:118180775:118181298	0	1
11:118309786:118310083	0	1
11:119280821:119281044	0	1
11:119281306:119281586	0	1
11:119382059:119382502	0	1
11:119804497:119804745	0	1
11:119977620:119977890	0	1
11:120195854:120196066	0	1
11:120239816:120240170	0	1
11:120240980:120241266	0	1
11:120244481:120244708	0	1
11:120328349:120328577	0	1
11:120358064:120358283	0	1
11:120375366:120375876	0	1
11:120382625:120383017	0	1
11:120440417:120440744	0	1
11:120463826:120464220	0	1
11:120472302:120472716	0	1
11:120523815:120524040	0	1
11:120538801:120539459	0	1
11:120674820:120675474	0	1
11:120687172:120687503	0	1
11:120823555:120823903	0	1
11:120841752:120842071	0	1
11:120842874:120843097	0	1
11:120881156:120881438	0	1
11:121127805:121128289	0	1
11:121150452:121150836	0	1
11:121342569:121343044	0	1
12:3285176:3285917	0	1
12:3287359:3287626	0	1
12:3359714:3360209	0	1
12:3415099:3415476	0	1
12:3476550:3476901	0	1
12:3622036:3622354	0	1
12:3831500:3831734	0	1
12:3856266:3856696	0	1
12:3858382:3858907	0	1
12:3863195:3863415	0	1
12:4132609:4133077	0	1
12:4283679:4284552	0	1
12:4526357:4526657	0	1
12:4642902:4643198	0	1
12:4893121:4893572	0	1
12:5242015:5242295	0	1
12:8258037:8258406	0	1
12:8549885:8550380	0	1
12:8690568:8691125	0	1
12:8723913:8724267	0	1
12:8971630:8971940	0	1
12:9023922:9024191	0	1
12:10440566:10441427	0	1
12:11315807:11316078	0	1
12:16033884:16034133	0	1
12:16043868:16044336	0	1
12:16668756:16669151	0	1
12:16693509:16694022	0	1
12:16900777:16901069	0	1
12:17316177:17316641	0	1
12:17740328:17740736	0	1
12:21336115:21336416	0	1
12:24548470:24548875	0	1
12:24701001:24701425	0	1
12:24757980:24758442	0	1
12:28685692:28686023	0	1
12:28725323:28725696	0	1
12:28800166:28800530	0	1
12:29340964:29341348	0	1
12:31549578:31549868	0	1
12:32870193:32870604	0	1
12:33003693:33004300	0	1
12:33361699:33362017	0	1
12:33479497:33480172	0	1
12:34123582:34123802	0	1
12:40272444:40273611	0	1
12:40549863:40550113	0	1
12:44256570:44256992	0	1
12:44315841:44316194	0	1
12:51424114:51424604	0	1
12:51737695:51738234	0	1
12:51738675:51739233	0	1
12:51891716:51892063	0	1
12:52550281:52550780	0	1
12:52914938:52915284	0	1
12:54703019:54703489	0	1
12:54742434:54742968	0	1
12:55126825:55127483	0	1
12:55349613:55350011	0	1
12:55445225:55445775	0	1
12:55538357:55538994	0	1
12:55539364:55539667	0	1
12:55607075:55607493	0	1
12:55867161:55867534	0	1
12:57277035:57277320	0	1
12:59058543:59059041	0	1
12:59108285:59108525	0	1
12:59113838:59114070	0	1
12:65012238:65012690	0	1
12:65120383:65120644	0	1
12:65219343:65219680	0	1
12:69343195:69343624	0	1
12:69418578:69419425	0	1
12:69771488:69771962	0	1
12:69939518:69939744	0	1
12:71021383:71021724	0	1
12:71062371:71062634	0	1
12:71877407:71877871	0	1
12:72132524:72132753	0	1
12:72582735:72583231	0	1
12:72711425:72711819	0	1
12:72807601:72808033	0	1
12:73092412:73092763	0	1
12:73100581:73100975	0	1
12:73333447:73333763	0	1
12:73449818:73450276	0	1
12:73450914:73451181	0	1
12:73455516:73455980	0	1
12:75643045:75643337	0	1
12:75716391:75716626	0	1
12:76301726:76302239	0	1
12:76812278:76812609	0	1
12:76884184:76884640	0	1
12:77008715:77009285	0	1
12:78272595:78273460	0	1
12:78908365:78909002	0	1
12:79219209:79219499	0	1
12:79238412:79238783	0	1
12:79343846:79344060	0	1
12:79708107:79708473	0	1
12:80014636:80014894	0	1
12:80155778:80155991	0	1
12:80179164:80179657	0	1
12:80215015:80215365	0	1
12:80480575:80480880	0	1
12:80481740:80482050	0	1
12:80509837:80510504	0	1
12:80553798:80554021	0	1
12:80690539:80691273	0	1
12:80837050:80837544	0	1
12:80992545:80992788	0	1
12:81291320:81291557	0	1
12:81531646:81532112	0	1
12:81579493:81579799	0	1
12:81641661:81641981	0	1
12:81869040:81869272	0	1
12:81901793:81902075	0	1
12:83191862:83192228	0	1
12:83534515:83534779	0	1
12:83643886:83644224	0	1
12:83678567:83679117	0	1
12:83734846:83735071	0	1
12:83997270:83997528	0	1
12:84160884:84161220	0	1
12:84201963:84202390	0	1
12:84331771:84332220	0	1
12:84408517:84409017	0	1
12:84455659:84455913	0	1
12:84497737:84498133	0	1
12:85157622:85157842	0	1
12:85266091:85266449	0	1
12:85385833:85386438	0	1
12:85420848:85421973	0	1
12:85518820:85519340	0	1
12:85532621:85532947	0	1
12:85871357:85871573	0	1
12:86071203:86071419	0	1
12:86288502:86288772	0	1
12:86848127:86848659	0	1
12:86993879:86994398	0	1
12:87193984:87194913	0	1
12:87312874:87313494	0	1
12:87435110:87435399	0	1
12:87481912:87482226	0	1
12:87490452:87490852	0	1
12:88327245:88328062	0	1
12:91556776:91557119	0	1
12:91753062:91753376	0	1
12:91816061:91816272	0	1
12:100165479:100165758	0	1
12:100446252:100446546	0	1
12:100691255:100691702	0	1
12:101049783:101050021	0	1
12:101924389:101924733	0	1
12:101941755:101942453	0	1
12:102435297:102436177	0	1
12:102723794:102724248	0	1
12:103180043:103180271	0	1
12:103182603:103182823	0	1
12:103354800:103355120	0	1
12:103391723:103392207	0	1
12:104718240:104718722	0	1
12:104976080:104976371	0	1
12:104998475:104998928	0	1
12:105750758:105751285	0	1
12:105976245:105976652	0	1
12:108145684:108146110	0	1
12:108259288:108259585	0	1
12:108758072:108759226	0	1
12:108801526:108802018	0	1
12:110673460:110673709	0	1
12:110945057:110945676	0	1
12:110958275:110958867	0	1
12:111343968:111344389	0	1
12:111397035:111397353	0	1
12:111504350:111505394	0	1
12:111644245:111644593	0	1
12:111679372:111679929	0	1
12:111780265:111780514	0	1
12:111874524:111874923	0	1
12:111933022:111933558	0	1
12:112584493:112585045	0	1
12:112585529:112585969	0	1
12:112586315:112587344	0	1
12:112610975:112611392	0	1
12:112659900:112660267	0	1
12:112792940:112793274	0	1
12:112893430:112893692	0	1
12:112905379:112905619	0	1
12:113119647:113120069	0	1
12:116010994:116011653	0	1
12:116244284:116244782	0	1
12:118265289:118266116	0	1
13:3587788:3588156	0	1
13:3683804:3684224	0	1
13:6598010:6598344	0	1
13:8935548:8935894	0	1
13:9046170:9046394	0	1
13:9143597:9144063	0	1
13:12298530:12298811	0	1
13:12410082:12410357	0	1
13:12476248:12476579	0	1
13:12580509:12580967	0	1
13:13764712:13765204	0	1
13:14064189:14064485	0	1
13:14128880:14129841	0	1
13:14214216:14214558	0	1
13:14237955:14238502	0	1
13:14787469:14787905	0	1
13:14804444:14804861	0	1
13:17869162:17870266	0	1
13:17979673:17980598	0	1
13:18118333:18119085	0	1
13:18167700:18168180	0	1
13:21637811:21638052	0	1
13:22234908:22235561	0	1
13:23608169:23608389	0	1
13:23616776:23617017	0	1
13:23923679:23923929	0	1
13:24945608:24946281	0	1
13:24984686:24985222	0	1
13:25015173:25015629	0	1
13:25204027:25204449	0	1
13:28943172:28943449	0	1
13:29133413:29133700	0	1
13:30168341:30168580	0	1
13:30170064:30170649	0	1
13:30729143:30729471	0	1
13:32522625:32522872	0	1
13:32926407:32926658	0	1
13:32948421:32948656	0	1
13:32978710:32978965	0	1
13:32985820:32986286	0	1
13:34529079:34529576	0	1
13:35059294:35059537	0	1
13:35177967:35178262	0	1
13:36089898:36090169	0	1
13:36301466:36302071	0	1
13:37666617:37666907	0	1
13:38041322:38041821	0	1
13:38220906:38221320	0	1
13:38680148:38680404	0	1
13:38818547:38819306	0	1
